Action_Name,date,Processed_Features
"Setup ccache (Windows, Linux, MacOs)",2021-09-27 09:16:29,"['pullrequestoject id', 'input data point value']"
Setup ccache,2020-05-14 11:14:34,"['control maximum size ccaches cache', 'append string ccacheconf config file', 'add path']"
Setup CEKit (Container Evolution Kit),2020-05-24 14:56:09,"['install scanapi version', 'create github action use ably control api']"
Setup Chrome,2020-12-29 00:52:58,"['install setup chromium', 'chromium version install use']"
Setup ClickHouse,2022-07-29 17:30:36,"['setup database', 'version control cli']"
Setup clj-kondo,2019-11-25 11:37:14,"['pullrequestoject id', 'input data point value']"
Setup cljstyle,2021-02-09 08:37:12,"['pullrequestoject id', 'input data point value']"
Setup Clojure,2019-10-04 09:41:15,"['make available path', 'make available tool deps path', 'make available bootclj version path', 'setup runner clojure build tool']"
Setup CML (Continuous Machine Learning),2020-08-24 21:50:35,"['set cml continuous machine learning github action workflow', 'allows specify version publish', 'get docker image latest version']"
Setup Cog,2023-06-19 16:08:16,"['publish model replicate', 'custom github action runner', 'install cog push model replicate', 'specify cog version']"
Setup CommandBox CLI,2020-10-30 18:46:13,['run scanapi using github action']
Setup Compose CLI,2021-06-09 22:17:53,"['package manager run build install command', 'docker compose cli version installation', 'set docker compose cli']"
Setup Configu CLI,2022-06-29 12:59:17,"['application access token retrieval', 'version algolia cli install', 'configure organization id configu saas instance']"
Setup Container Registry,2023-01-16 07:55:57,"['specify github access token', 'launch port container registry', 'pullpush container image', 'set filepath taxonomy urn file']"
Setup containerd,2020-09-20 00:59:43,"['set payload', 'return container image version', 'configure output format']"
Setup Cordova - Buluma,2020-03-20 23:42:12,"['install java', 'version range exact version cordova use', 'setup github action workflow apache cordova']"
Setup Cordova - RedstonePfalz,2020-03-20 23:42:12,"['install java', 'version range exact version cordova use', 'setup github action workflow apache cordova']"
Setup coscli environment,2020-01-14 09:49:47,"['pullrequestoject id', 'input data point value']"
Setup CouchDB,2019-10-22 13:42:45,"['set couchdb database single node', 'specify couchdb version', 'ip address couchdb']"
Setup Cpp (C++  C),2021-09-16 08:47:47,"['install scanapi version', 'install msvc version', 'install vcpkg version', 'version algolia cli install', 'install ninja version', 'install conan version', 'install tool required building testing cc pullrequestojects', 'install doxygen version', 'python version updater', 'specify cpu architecture']"
setup crystal,2019-10-04 02:46:46,"['get github release crystallangshards', 'setup crystal', 'javascript based action', 'installed crystal asset crystallangcrystal release', 'specify crystal version']"
Setup Dart SDK,2020-12-11 12:27:02,"['install software release', 'download setup dart sdk', 'specify dart sdk version']"
Setup DCM,2023-07-05 08:11:03,"['pullrequestoject id', 'input data point value']"
Setup Depot,2022-03-19 17:12:41,"['version algolia cli install', 'create github action use ably control api']"
Setup dfx environment,2021-06-05 13:07:07,"['download dfx version', 'setup dfx environment add path']"
Setup DMD,2019-09-12 16:19:53,"['pullrequestoject id', 'input data point value']"
Setup Docker on macOS,2023-07-14 17:23:25,"['version docker client', 'version colima', 'generate docker image version', 'setup docker macos using colima limavm homebrew']"
Setup docker-compose,2020-08-27 03:53:14,"['pullrequestoject id', 'input data point value']"
Setup Docksal,2020-10-06 01:46:00,['installs configures docksal']
Setup Drupal 9 action,2021-03-18 04:57:27,"['define additional configuration parameter', 'version constraint', 'setup drupal testing extension', 'specify pullrequestevious generation version']"
Setup Drupal action,2021-03-18 04:57:27,"['define additional configuration parameter', 'version constraint', 'setup drupal testing extension', 'specify pullrequestevious generation version']"
Setup ducible,2022-10-16 22:00:14,"['object duplicated json key file', 'github action aws cli']"
Setup earthly,2022-03-10 20:10:21,"['installs earthly binary', 'version earthly use']"
Setup ecs-cli environment,2019-11-15 01:00:05,"['use ecscli version', 'version hasura cli download use', 'add ecscli environment path']"
Setup Edge,2020-12-28 06:30:42,"['setup microsoft edge', 'assign', 'install']"
Setup editorconfig-checker,2020-09-22 22:34:40,"['version download eg 210 204 default latest', 'downloads editorconfigchecker binary version number add path', 'set editorconfigchecker command name eg ec default editorconfigchecker']"
Setup Elasticsearch with Plugins,2020-03-23 08:44:11,"['install plugins running', 'configure cluster node count', 'configure elasticsearch node']"
Setup Elide,2023-10-15 23:46:15,"['input data point value', 'pullrequestoject id']"
Setup Elm environment,2019-10-22 02:04:57,"['track duration deployment millisecond', 'number millisecond wait']"
Setup Emscripten toolchain,2019-08-22 19:55:26,"['get started node action', 'input data point value']"
Setup Emscripten,2019-10-16 09:59:04,"['install idris', 'add algia path', 'version id', 'download emscripten']"
Setup Enclave,2021-06-15 10:11:51,"['pullrequestoject id', 'input data point value']"
Setup ErlangOTP with optional Elixir (and mix) andor rebar3,2019-08-28 04:00:01,"['specify ogmios version', 'elixir version', 'set elixirotp environment', 'install rebar', 'install hex']"
Setup Erlang,2019-11-17 15:32:49,"['install cppcheck apt', 'install scanapi version']"
Setup Firebase CLI,2020-09-02 18:39:13,"['get firebase token using command firebase loginci', 'setup firebase cli auth setting']"
Setup firebase-tools,2022-12-17 13:19:44,"['setup firebase cli auth setting', 'specify version firebasetools', 'use firebase service account json']"
Setup FirebirdSQL,2020-08-06 20:48:04,"['specify version firebasetools', 'database name creation', 'setup firebirdsql database running docker container', 'connect database using port', 'set server timezone', 'allow compatibility jaybird 3', 'allow legacy client connect authenticate', 'create user database owner container', 'set password user created', 'set env variable davpassword default password', 'tag']"
Setup Firefox ^_-,2022-11-10 00:55:49,"['install plugins running', 'browser selection']"
Setup Firefox,2020-12-29 00:52:58,"['install plugins running', 'setup software', 'download software']"
Setup Flox,2023-03-18 22:58:16,"['go download addr', 'check install cached', 'installs nix', 'view version flox']"
Setup FluentCI,2023-11-01 16:17:10,"['setup fluentci cli path', 'download install fluentci cli']"
Setup Flutter SDK,2021-03-16 14:31:14,"['setup flutter sdk', 'includes specific channel type request', 'install specific embraceio version']"
Setup FMT,2023-04-01 18:45:14,"['pullrequestoject id', 'input data point value']"
Setup for Ember tests,2019-10-24 08:23:23,"['optional scope authenticating scoped registry', 'set alwaysauth npmrc', 'nodeversion', 'setup nodejs environment', 'version id', 'pullrequestepare nodejs environment run ember test']"
Setup Forge,2023-04-30 20:02:20,"['concourse resource put', 'version forge install', 'install forge', 'use forge']"
Setup Fortran,2021-08-21 15:09:09,"['get path c compiler', 'compiler version string', 'get path fortran compiler', 'compiler configuration management', 'setup gcc compiler']"
Setup foundationDB,2020-01-23 08:38:40,"['setup foundationdb', 'foundationdb version install']"
Setup fpm,2020-11-26 17:51:13,"['serving fpm release', 'create github release generation', 'use bootstrap implementation fpm', 'release fpm']"
Setup Gamma,2022-12-07 17:40:11,"['build deploy monorepo github action individual repos', 'install specific version gamma']"
Setup Geckodriver (Node 16),2020-12-29 00:52:58,['install setup specific version geckodriver']
Setup Geckodriver,2020-12-29 00:52:58,['install setup specific version geckodriver']
Setup gh cli,2022-08-16 08:49:34,"['pullrequestoject id', 'input data point value']"
Setup GHDL,2020-05-19 14:10:47,"['message content', 'select ghdl backend mcode llvm gcc', 'track duration deployment millisecond']"
